id,name,price,view,city,marka,model,year,type,color,litre,weight,fuel,travel,engine,cat12,cat13
"1","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9556","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"2","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8597","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"3","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3554","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"4","Chevrolet Cruze, 1.4 L, 2015 il, 57 200 km","18 700 AZN","2003","Gəncə","Chevrolet","Cruze","2015","Sedan","Boz","1.4 L","141 a.g.","Benzin","57 200 km","Avtomat","Ön","Xeyr"
"5","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1528","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"6","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7528","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"7","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9276","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"8","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3358","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"9","GAZ 24, 2.4 L, 1984 il, 564 564 km","1 600 AZN","523","Gəncə","GAZ","24","1984","Sedan","Qara","2.4 L","131 a.g.","Benzin","564 564 km","Mexaniki","Arxa","Xeyr"
"10","LADA (VAZ) 2115, 1.5 L, 2006 il, 111 111 km","7 200 AZN","553","Gəncə","LADA (VAZ)","2115","2006","Sedan","Qara","1.5 L","78 a.g.","Benzin","111 111 km","Mexaniki","Ön","Xeyr"
"11","Mercedes E 240, 2.4 L, 1999 il, 326 000 km","12 500 AZN","378","Gəncə","Mercedes","E 240","1999","Sedan","Yaşıl","2.4 L","170 a.g.","Benzin","326 000 km","Avtomat","Arxa","Xeyr"
"12","Mercedes E 240, 2.4 L, 1999 il, 300 000 km","12 200 AZN","1531","Gəncə","Mercedes","E 240","1999","Sedan","Yaşıl","2.4 L","170 a.g.","Benzin","300 000 km","Avtomat","Arxa","Xeyr"
"13","Mercedes S 320, 3.2 L, 1999 il, 34 584 km","11 500 AZN","160","Gəncə","Mercedes","S 320","1999","Sedan","Ağ","3.2 L","224 a.g.","Benzin","34 584 km","Avtomat","Ön","Xeyr"
"14","Mercedes C 180, 1.8 L, 1995 il, 337 000 km","7 800 AZN","211","Gəncə","Mercedes","C 180","1995","Sedan","Bej","1.8 L","122 a.g.","Benzin","337 000 km","Avtomat","Arxa","Xeyr"
"15","Chevrolet Malibu, 1.5 L, 2017 il, 82 121 km","28 500 AZN","165","Gəncə","Chevrolet","Malibu","2017","Sedan","Ağ","1.5 L","160 a.g.","Benzin","82 121 km","Avtomat","Ön","Xeyr"
"16","Chevrolet Cruze, 1.4 L, 2014 il, 140 000 km","16 300 AZN","73","Gəncə","Chevrolet","Cruze","2014","Sedan","Bej","1.4 L","141 a.g.","Benzin","140 000 km","Avtomat","Ön","Xeyr"
"17","Opel Astra, 1.4 L, 2005 il, 143 000 km","11 200 AZN","257","Gəncə","Opel","Astra","2005","Universal","Gümüşü","1.4 L","90 a.g.","Benzin","143 000 km","Mexaniki","Ön","Xeyr"
"18","Opel Astra, 1.4 L, 2005 il, 181 000 km","10 800 AZN","156","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","181 000 km","Mexaniki","Ön","Xeyr"
"19","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8598","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"20","Volkswagen Crafter, 2.5 L, 2007 il, 172 542 km","24 200 AZN","144","Gəncə","Volkswagen","Crafter","2007","Furqon","Ağ","2.5 L","164 a.g.","Dizel","172 542 km","Mexaniki","Arxa","Xeyr"
"21","LADA (VAZ) 2107, 1.5 L, 2010 il, 125 000 km","6 800 AZN","5142","Gəncə","LADA (VAZ)","2107","2010","Sedan","Ağ","1.5 L","65 a.g.","Benzin","125 000 km","Mexaniki","Arxa","Xeyr"
"22","LADA (VAZ) 2107, 1.5 L, 2009 il, 698 407 km","8 500 AZN","186","Gəncə","LADA (VAZ)","2107","2009","Sedan","Ağ","1.5 L","65 a.g.","Benzin","698 407 km","Mexaniki","Arxa","Xeyr"
"23","Hyundai Sonata, 2.4 L, 2008 il, 180 000 km","17 500 AZN","196","Gəncə","Hyundai","Sonata","2008","Sedan","Qara","2.4 L","178 a.g.","Benzin","180 000 km","Avtomat","Ön","Xeyr"
"24","Mercedes E 280, 2.8 L, 1998 il, 431 000 km","12 500 AZN","152","Gəncə","Mercedes","E 280","1998","Sedan","Qara","2.8 L","204 a.g.","Benzin","431 000 km","Avtomat","Arxa","Xeyr"
"25","Chevrolet Cruze, 1.4 L, 2016 il, 112 000 km","13 000 AZN","677","Gəncə","Chevrolet","Cruze","2016","Sedan","Göy","1.4 L","153 a.g.","Benzin","112 000 km","Avtomat","Ön","Xeyr"
"26","LADA (VAZ) 2110, 1.6 L, 2004 il, 225 000 km","6 500 AZN","3909","Gəncə","LADA (VAZ)","2110","2004","Sedan","Gümüşü","1.6 L","80 a.g.","Benzin","225 000 km","Mexaniki","Ön","Xeyr"
"27","Mercedes E 240, 2.4 L, 2000 il, 273 400 km","15 800 AZN","810","Gəncə","Mercedes","E 240","2000","Sedan","Gümüşü","2.4 L","170 a.g.","Benzin","273 400 km","Avtomat","Arxa","Xeyr"
"28","Opel Astra, 1.4 L, 2006 il, 159 000 km","11 300 AZN","275","Gəncə","Opel","Astra","2006","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","159 000 km","Mexaniki","Ön","Xeyr"
"29","Hyundai Sonata, 1.6 L, 2015 il, 84 000 km","22 700 AZN","12047","Gəncə","Hyundai","Sonata","2015","Sedan","Ağ","1.6 L","177 a.g.","Benzin","84 000 km","Avtomat","Ön","Xeyr"
"30","LADA (VAZ) 2106, 1.6 L, 1984 il, 100 000 km","2 600 AZN","725","Gəncə","LADA (VAZ)","2106","1984","Sedan","Sarı","1.6 L","75 a.g.","Benzin","100 000 km","Mexaniki","Arxa","Xeyr"
"31","Opel Astra, 1.4 L, 2007 il, 140 000 km","11 500 AZN","569","Gəncə","Opel","Astra","2007","Hetçbek / Liftbek","Yaş Asfalt","1.4 L","90 a.g.","Benzin","140 000 km","Mexaniki","Ön","Xeyr"
"32","LADA (VAZ) 2106, 1.5 L, 1978 il, 406 715 km","2 800 AZN","586","Gəncə","LADA (VAZ)","2106","1978","Sedan","Ağ","1.5 L","65 a.g.","Benzin","406 715 km","Mexaniki","Arxa","Xeyr"
"33","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9557","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"34","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1529","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"35","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1889","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"36","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5669","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"37","GAZ 3110, 2.4 L, 2002 il, 150 000 km","5 000 AZN","5809","Gəncə","GAZ","3110","2002","Sedan","Mavi","2.4 L","131 a.g.","Benzin","150 000 km","Mexaniki","Arxa","Xeyr"
"38","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6498","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"39","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8599","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"40","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9277","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"41","GAZ 24, 2.4 L, 1984 il, 564 564 km","1 600 AZN","524","Gəncə","GAZ","24","1984","Sedan","Qara","2.4 L","131 a.g.","Benzin","564 564 km","Mexaniki","Arxa","Xeyr"
"42","LADA (VAZ) 2115, 1.5 L, 2006 il, 111 111 km","7 200 AZN","554","Gəncə","LADA (VAZ)","2115","2006","Sedan","Qara","1.5 L","78 a.g.","Benzin","111 111 km","Mexaniki","Ön","Xeyr"
"43","Mercedes E 240, 2.4 L, 1999 il, 326 000 km","12 500 AZN","379","Gəncə","Mercedes","E 240","1999","Sedan","Yaşıl","2.4 L","170 a.g.","Benzin","326 000 km","Avtomat","Arxa","Xeyr"
"44","Mercedes E 240, 2.4 L, 1999 il, 300 000 km","12 200 AZN","1532","Gəncə","Mercedes","E 240","1999","Sedan","Yaşıl","2.4 L","170 a.g.","Benzin","300 000 km","Avtomat","Arxa","Xeyr"
"45","Mercedes S 320, 3.2 L, 1999 il, 34 584 km","11 500 AZN","161","Gəncə","Mercedes","S 320","1999","Sedan","Ağ","3.2 L","224 a.g.","Benzin","34 584 km","Avtomat","Ön","Xeyr"
"46","Mercedes C 180, 1.8 L, 1995 il, 337 000 km","7 800 AZN","212","Gəncə","Mercedes","C 180","1995","Sedan","Bej","1.8 L","122 a.g.","Benzin","337 000 km","Avtomat","Arxa","Xeyr"
"47","Chevrolet Malibu, 1.5 L, 2017 il, 82 121 km","28 500 AZN","166","Gəncə","Chevrolet","Malibu","2017","Sedan","Ağ","1.5 L","160 a.g.","Benzin","82 121 km","Avtomat","Ön","Xeyr"
"48","Chevrolet Cruze, 1.4 L, 2014 il, 140 000 km","16 300 AZN","74","Gəncə","Chevrolet","Cruze","2014","Sedan","Bej","1.4 L","141 a.g.","Benzin","140 000 km","Avtomat","Ön","Xeyr"
"49","Opel Astra, 1.4 L, 2005 il, 143 000 km","11 200 AZN","258","Gəncə","Opel","Astra","2005","Universal","Gümüşü","1.4 L","90 a.g.","Benzin","143 000 km","Mexaniki","Ön","Xeyr"
"50","Opel Astra, 1.4 L, 2005 il, 181 000 km","10 800 AZN","157","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","181 000 km","Mexaniki","Ön","Xeyr"
"51","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8600","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"52","Volkswagen Crafter, 2.5 L, 2007 il, 172 542 km","24 200 AZN","145","Gəncə","Volkswagen","Crafter","2007","Furqon","Ağ","2.5 L","164 a.g.","Dizel","172 542 km","Mexaniki","Arxa","Xeyr"
"53","LADA (VAZ) 2107, 1.5 L, 2010 il, 125 000 km","6 800 AZN","5143","Gəncə","LADA (VAZ)","2107","2010","Sedan","Ağ","1.5 L","65 a.g.","Benzin","125 000 km","Mexaniki","Arxa","Xeyr"
"54","LADA (VAZ) 2107, 1.5 L, 2009 il, 698 407 km","8 500 AZN","187","Gəncə","LADA (VAZ)","2107","2009","Sedan","Ağ","1.5 L","65 a.g.","Benzin","698 407 km","Mexaniki","Arxa","Xeyr"
"55","Hyundai Sonata, 2.4 L, 2008 il, 180 000 km","17 500 AZN","197","Gəncə","Hyundai","Sonata","2008","Sedan","Qara","2.4 L","178 a.g.","Benzin","180 000 km","Avtomat","Ön","Xeyr"
"56","Mercedes E 280, 2.8 L, 1998 il, 431 000 km","12 500 AZN","153","Gəncə","Mercedes","E 280","1998","Sedan","Qara","2.8 L","204 a.g.","Benzin","431 000 km","Avtomat","Arxa","Xeyr"
"57","Chevrolet Cruze, 1.4 L, 2016 il, 112 000 km","13 000 AZN","678","Gəncə","Chevrolet","Cruze","2016","Sedan","Göy","1.4 L","153 a.g.","Benzin","112 000 km","Avtomat","Ön","Xeyr"
"58","LADA (VAZ) 2110, 1.6 L, 2004 il, 225 000 km","6 500 AZN","3910","Gəncə","LADA (VAZ)","2110","2004","Sedan","Gümüşü","1.6 L","80 a.g.","Benzin","225 000 km","Mexaniki","Ön","Xeyr"
"59","Mercedes E 240, 2.4 L, 2000 il, 273 400 km","15 800 AZN","811","Gəncə","Mercedes","E 240","2000","Sedan","Gümüşü","2.4 L","170 a.g.","Benzin","273 400 km","Avtomat","Arxa","Xeyr"
"60","Opel Astra, 1.4 L, 2006 il, 159 000 km","11 300 AZN","276","Gəncə","Opel","Astra","2006","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","159 000 km","Mexaniki","Ön","Xeyr"
"61","Hyundai Sonata, 1.6 L, 2015 il, 84 000 km","22 700 AZN","12048","Gəncə","Hyundai","Sonata","2015","Sedan","Ağ","1.6 L","177 a.g.","Benzin","84 000 km","Avtomat","Ön","Xeyr"
"62","LADA (VAZ) 2106, 1.6 L, 1984 il, 100 000 km","2 600 AZN","726","Gəncə","LADA (VAZ)","2106","1984","Sedan","Sarı","1.6 L","75 a.g.","Benzin","100 000 km","Mexaniki","Arxa","Xeyr"
"63","Opel Astra, 1.4 L, 2007 il, 140 000 km","11 500 AZN","570","Gəncə","Opel","Astra","2007","Hetçbek / Liftbek","Yaş Asfalt","1.4 L","90 a.g.","Benzin","140 000 km","Mexaniki","Ön","Xeyr"
"64","LADA (VAZ) 2106, 1.5 L, 1978 il, 406 715 km","2 800 AZN","587","Gəncə","LADA (VAZ)","2106","1978","Sedan","Ağ","1.5 L","65 a.g.","Benzin","406 715 km","Mexaniki","Arxa","Xeyr"
"65","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2867","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"66","Chevrolet Cruze, 1.4 L, 2011 il, 177 028 km","13 800 AZN","1276","Gəncə","Chevrolet","Cruze","2011","Sedan","Mavi","1.4 L","141 a.g.","Benzin","177 028 km","Avtomat","Ön","Xeyr"
"67","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9278","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"68","Chevrolet Cruze, 1.4 L, 2015 il, 57 200 km","18 700 AZN","2004","Gəncə","Chevrolet","Cruze","2015","Sedan","Boz","1.4 L","141 a.g.","Benzin","57 200 km","Avtomat","Ön","Xeyr"
"69","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5670","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"70","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9678","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"71","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6499","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"72","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9558","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"73","Chevrolet Cruze, 1.4 L, 2012 il, 237 000 km","13 000 AZN","269","Gəncə","Chevrolet","Cruze","2012","Sedan","Göy","1.4 L","140 a.g.","Benzin","237 000 km","Avtomat","Ön","Xeyr"
"74","ZAZ Tavriya, 1.2 L, 2006 il, 204 800 km","3 500 AZN","306","Gəncə","ZAZ","Tavriya","2006","Furqon","Ağ","1.2 L","62 a.g.","Benzin","204 800 km","Mexaniki","Ön","Xeyr"
"75","LADA (VAZ) 2109, 1.5 L, 1987 il, 160 000 km","3 800 AZN","680","Gəncə","LADA (VAZ)","2109","1987","Hetçbek / Liftbek","Bej","1.5 L","75 a.g.","Benzin","160 000 km","Mexaniki","Ön","Xeyr"
"76","LADA (VAZ) 2107, 1.6 L, 1992 il, 33 333 km","4 200 AZN","7223","Gəncə","LADA (VAZ)","2107","1992","Sedan","Ağ","1.6 L","75 a.g.","Benzin","33 333 km","Mexaniki","Arxa","Xeyr"
"77","LADA (VAZ) Niva, 1.7 L, 2014 il, 119 003 km","11 200 AZN","521","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","119 003 km","Mexaniki","Tam","Xeyr"
"78","Hyundai Elantra, 1.8 L, 2014 il, 93 000 km","21 299 AZN","421","Gəncə","Hyundai","Elantra","2014","Sedan","Bənövşəyi","1.8 L","150 a.g.","Benzin","93 000 km","Avtomat","Ön","Xeyr"
"79","Volkswagen Passat, 2.0 L, 2005 il, 298 000 km","9 500 AZN","605","Gəncə","Volkswagen","Passat","2005","Sedan","Boz","2.0 L","200 a.g.","Benzin","298 000 km","Avtomat","Ön","Xeyr"
"80","LADA (VAZ) 2107, 1.6 L, 2010 il, 85 000 km","6 900 AZN","669","Gəncə","LADA (VAZ)","2107","2010","Sedan","Yaşıl","1.6 L","75 a.g.","Benzin","85 000 km","Mexaniki","Arxa","Xeyr"
"81","Opel Astra, 1.6 L, 1998 il, 313 357 km","8 300 AZN","580","Gəncə","Opel","Astra","1998","Hetçbek / Liftbek","Yaşıl","1.6 L","101 a.g.","Benzin","313 357 km","Mexaniki","Ön","Xeyr"
"82","LADA (VAZ) 2107, 1.6 L, 2011 il, 91 075 km","9 100 AZN","857","Gəncə","LADA (VAZ)","2107","2011","Sedan","Ağ","1.6 L","75 a.g.","Benzin","91 075 km","Mexaniki","Arxa","Xeyr"
"83","LADA (VAZ) 21011, 1.5 L, 1980 il, 840 000 km","3 400 AZN","540","Gəncə","LADA (VAZ)","21011","1980","Sedan","Qırmızı","1.5 L","65 a.g.","Benzin","840 000 km","Mexaniki","Arxa","Xeyr"
"84","Mercedes E 240, 2.6 L, 2002 il, 175 000 km","17 000 AZN","425","Gəncə","Mercedes","E 240","2002","Sedan","Gümüşü","2.6 L","177 a.g.","Benzin","175 000 km","Avtomat","Arxa","Xeyr"
"85","Mercedes CLK 200, 2.0 L, 1999 il, 378 000 km","12 500 AZN","593","Gəncə","Mercedes","CLK 200","1999","Kupe","Gümüşü","2.0 L","136 a.g.","Benzin","378 000 km","Avtomat","Arxa","Xeyr"
"86","Mercedes Sprinter 209, 2.3 L, 1990 il, 300 000 km","5 000 AZN","5784","Gəncə","Mercedes","Sprinter 209","1990","Mikroavtobus","Ağ","2.3 L","136 a.g.","Dizel","300 000 km","Mexaniki","Tam","Xeyr"
"87","Chevrolet Cruze, 1.4 L, 2013 il, 179 000 km","12 500 AZN","585","Gəncə","Chevrolet","Cruze","2013","Sedan","Gümüşü","1.4 L","141 a.g.","Benzin","179 000 km","Avtomat","Ön","Xeyr"
"88","Mitsubishi Grandis, 2.4 L, 2005 il, 270 000 km","12 500 AZN","306","Gəncə","Mitsubishi","Grandis","2005","Minivan","Ağ","2.4 L","185 a.g.","Benzin","270 000 km","Mexaniki","Ön","Xeyr"
"89","Audi A6, 2.8 L, 2000 il, 180 000 km","9 000 AZN","2101","Gəncə","Audi","A6","2000","Sedan","Gümüşü","2.8 L","150 a.g.","Benzin","180 000 km","Avtomat","Tam","Xeyr"
"90","Opel Astra, 1.6 L, 1999 il, 525 023 km","7 700 AZN","738","Gəncə","Opel","Astra","1999","Hetçbek / Liftbek","Göy","1.6 L","101 a.g.","Benzin","525 023 km","Mexaniki","Ön","Xeyr"
"91","LADA (VAZ) Niva, 1.7 L, 2015 il, 64 000 km","18 000 AZN","350","Gəncə","LADA (VAZ)","Niva","2015","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","64 000 km","Mexaniki","Tam","Xeyr"
"92","Opel Astra, 1.4 L, 2008 il, 153 000 km","11 800 AZN","545","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","153 000 km","Mexaniki","Ön","Xeyr"
"93","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3359","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"94","LADA (VAZ) 2107, 1.6 L, 2011 il, 120 000 km","8 100 AZN","489","Gəncə","LADA (VAZ)","2107","2011","Sedan","Ağ","1.6 L","75 a.g.","Benzin","120 000 km","Mexaniki","Arxa","Xeyr"
"95","LADA (VAZ) 21099, 1.5 L, 1998 il, 200 000 km","4 100 AZN","2592","Gəncə","LADA (VAZ)","21099","1998","Sedan","Qara","1.5 L","75 a.g.","Benzin","200 000 km","Mexaniki","Ön","Xeyr"
"96","Mercedes E 280, 2.8 L, 1998 il, 213 580 km","9 700 AZN","1299","Gəncə","Mercedes","E 280","1998","Sedan","Yaşıl","2.8 L","204 a.g.","Benzin","213 580 km","Avtomat","Arxa","Xeyr"
"97","Mercedes S 500, 4.7 L, 2011 il, 108 000 km","33 500 $","716","Gəncə","Mercedes","S 500","2011","Sedan","Qara","4.7 L","435 a.g.","Benzin","108 000 km","Avtomat","Tam","Xeyr"
"98","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8601","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"99","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1930","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"100","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7342","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"101","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9559","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"102","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1890","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"103","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7529","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"104","Chevrolet Cruze, 1.4 L, 2016 il, 159 000 km","17 500 AZN","1439","Gəncə","Chevrolet","Cruze","2016","Hetçbek / Liftbek","Ağ","1.4 L","153 a.g.","Benzin","159 000 km","Avtomat","Ön","Xeyr"
"105","Hyundai ix35, 2.0 L, 2011 il, 92 400 km","24 300 AZN","499","Gəncə","Hyundai","ix35","2011","Offroader / SUV","Ağ","2.0 L","150 a.g.","Benzin","92 400 km","Avtomat","Ön","Xeyr"
"106","Mercedes C 230, 2.3 L, 1999 il, 341 905 km","12 700 AZN","2183","Gəncə","Mercedes","C 230","1999","Sedan","Qara","2.3 L","193 a.g.","Benzin","341 905 km","Avtomat","Arxa","Xeyr"
"107","Nissan Juke, 1.6 L, 2011 il, 46 000 km","19 500 AZN","358","Gəncə","Nissan","Juke","2011","Offroader / SUV","Tünd qırmızı","1.6 L","117 a.g.","Benzin","46 000 km","Avtomat","Ön","Xeyr"
"108","Chevrolet Cruze, 1.4 L, 2013 il, 120 000 km","13 500 AZN","274","Gəncə","Chevrolet","Cruze","2013","Sedan","Gümüşü","1.4 L","141 a.g.","Benzin","120 000 km","Avtomat","Ön","Xeyr"
"109","Mercedes C 180, 1.8 L, 1997 il, 228 000 km","12 300 AZN","397","Gəncə","Mercedes","C 180","1997","Sedan","Qızılı","1.8 L","122 a.g.","Benzin","228 000 km","Avtomat","Arxa","Xeyr"
"110","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1931","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"111","Opel Vectra, 2.0 L, 1996 il, 1 698 352 km","5 900 AZN","707","Gəncə","Opel","Vectra","1996","Sedan","Yaşıl","2.0 L","109 a.g.","Benzin","1 698 352 km","Avtomat","Ön","Xeyr"
"112","Mercedes Viano, 2.2 L, 2004 il, 320 000 km","19 400 AZN","11390","Gəncə","Mercedes","Viano","2004","Van","Gümüşü","2.2 L","150 a.g.","Dizel","320 000 km","Mexaniki","Arxa","Xeyr"
"113","Opel Astra, 1.4 L, 2006 il, 191 000 km","11 500 AZN","459","Gəncə","Opel","Astra","2006","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","191 000 km","Mexaniki","Ön","Xeyr"
"114","DAF 95XF, 12 L, 2004 il, 98 987 km","42 000 AZN","2892","Gəncə","DAF","95XF","2004","Dartqı","Narıncı","12 L","430 a.g.","Dizel","98 987 km","Avtomat","Tam","Xeyr"
"115","LADA (VAZ) 2106, 1.5 L, 1992 il, 355 000 km","2 800 AZN","1639","Gəncə","LADA (VAZ)","2106","1992","Sedan","Ağ","1.5 L","65 a.g.","Benzin","355 000 km","Mexaniki","Arxa","Xeyr"
"116","Mitsubishi Pajero, 2.5 L, 1993 il, 130 000 km","5 500 AZN","966","Gəncə","Mitsubishi","Pajero","1993","Offroader / SUV","Göy","2.5 L","99 a.g.","Dizel","130 000 km","Avtomat","Tam","Xeyr"
"117","Hyundai Sonata, 2.4 L, 2015 il, 98 800 km","23 000 AZN","574","Gəncə","Hyundai","Sonata","2015","Sedan","Qara","2.4 L","178 a.g.","Benzin","98 800 km","Avtomat","Ön","Xeyr"
"118","GAZ 33021, 2.5 L, 2002 il, 100 000 km","8 200 AZN","404","Gəncə","GAZ","33021","2002","Yük maşını","Ağ","2.5 L","131 a.g.","Benzin","100 000 km","Mexaniki","Arxa","Xeyr"
"119","LADA (VAZ) Priora, 1.6 L, 2013 il, 162 000 km","10 000 AZN","725","Gəncə","LADA (VAZ)","Priora","2013","Sedan","Ağ","1.6 L","98 a.g.","Benzin","162 000 km","Mexaniki","Ön","Xeyr"
