id,name,price,view,city,marka,model,year,type,color,litre,weight,fuel,travel,engine,cat12,cat13
"1051","Mercedes 190, 1.8 L, 1992 il, 433 336 km","6 400 AZN","715","Gəncə","Mercedes","190","1992","Sedan","Gümüşü","1.8 L","109 a.g.","Benzin","433 336 km","Mexaniki","Arxa","Xeyr"
"1052","Mercedes C 200, 2.0 L, 1998 il, 110 000 km","12 500 AZN","1213","Gəncə","Mercedes","C 200","1998","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","110 000 km","Avtomat","Arxa","Xeyr"
"1053","GAZ Sobol, 2.4 L, 2002 il, 241 597 km","5 500 AZN","1042","Gəncə","GAZ","Sobol","2002","Furqon","Tünd qırmızı","2.4 L","150 a.g.","Benzin","241 597 km","Mexaniki","Ön","Xeyr"
"1054","Hyundai Sonata, 2.5 L, 2010 il, 107 000 km","20 900 AZN","321","Gəncə","Hyundai","Sonata","2010","Sedan","Yaş Asfalt","2.5 L","175 a.g.","Benzin","107 000 km","Avtomat","Ön","Xeyr"
"1055","Hyundai Elantra, 2.0 L, 2016 il, 77 600 km","25 500 AZN","389","Gəncə","Hyundai","Elantra","2016","Sedan","Göy","2.0 L","150 a.g.","Benzin","77 600 km","Avtomat","Ön","Xeyr"
"1056","Kia Cerato, 1.6 L, 2006 il, 266 000 km","12 000 AZN","802","Gəncə","Kia","Cerato","2006","Sedan","Gümüşü","1.6 L","122 a.g.","Benzin","266 000 km","Avtomat","Ön","Xeyr"
"1057","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3373","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"1058","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9572","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"1059","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2879","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"1060","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1542","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"1061","Opel Astra, 1.4 L, 2005 il, 175 200 km","11 100 AZN","1905","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Göy","1.4 L","90 a.g.","Benzin","175 200 km","Mexaniki","Ön","Xeyr"
"1062","Mercedes S 500, 4.7 L, 2011 il, 108 000 km","33 500 $","725","Gəncə","Mercedes","S 500","2011","Sedan","Qara","4.7 L","435 a.g.","Benzin","108 000 km","Avtomat","Tam","Xeyr"
"1063","Toyota Corolla, 1.4 L, 2007 il, 200 107 km","13 500 AZN","4067","Gəncə","Toyota","Corolla","2007","Hetçbek / Liftbek","Gümüşü","1.4 L","97 a.g.","Dizel","200 107 km","Mexaniki","Ön","Xeyr"
"1064","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","727","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"1065","LADA (VAZ) Priora, 1.6 L, 2013 il, 145 000 km","11 300 AZN","1233","Gəncə","LADA (VAZ)","Priora","2013","Hetçbek / Liftbek","Ağ","1.6 L","98 a.g.","Benzin","145 000 km","Mexaniki","Ön","Xeyr"
"1066","Ford Transit, 2.4 L, 2007 il, 270 000 km","21 000 AZN","638","Gəncə","Ford","Transit","2007","Furqon","Ağ","2.4 L","140 a.g.","Dizel","270 000 km","Mexaniki","Arxa","Xeyr"
"1067","Toyota Camry, 2.5 L, 2014 il, 160 000 km","28 500 AZN","449","Gəncə","Toyota","Camry","2014","Sedan","Göy","2.5 L","181 a.g.","Benzin","160 000 km","Avtomat","Ön","Xeyr"
"1068","Chevrolet Cruze, 1.4 L, 2012 il, 234 456 km","13 800 AZN","236","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.4 L","141 a.g.","Benzin","234 456 km","Avtomat","Ön","Xeyr"
"1069","Mercedes E 240, 2.4 L, 1998 il, 420 300 km","11 800 AZN","301","Gəncə","Mercedes","E 240","1998","Sedan","Yaşıl","2.4 L","170 a.g.","Benzin","420 300 km","Avtomat","Arxa","Xeyr"
"1070","Kia Sorento, 2.5 L, 2004 il, 337 933 km","13 500 AZN","1837","Gəncə","Kia","Sorento","2004","Offroader / SUV","Qara","2.5 L","140 a.g.","Dizel","337 933 km","Avtomat","Tam","Xeyr"
"1071","LADA (VAZ) 2107, 1.3 L, 1998 il, 555 555 km","3 700 AZN","841","Gəncə","LADA (VAZ)","2107","1998","Sedan","Ağ","1.3 L","65 a.g.","Benzin","555 555 km","Mexaniki","Arxa","Xeyr"
"1072","Audi Q7, 4.2 L, 2006 il, 93 798 km","25 000 $","560","Gəncə","Audi","Q7","2006","Offroader / SUV","Qara","4.2 L","350 a.g.","Benzin","93 798 km","Avtomat","Tam","Xeyr"
"1073","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9573","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"1074","LADA (VAZ) Niva, 1.7 L, 2008 il, 120 000 km","6 950 AZN","1690","Gəncə","LADA (VAZ)","Niva","2008","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","120 000 km","Mexaniki","Tam","Xeyr"
"1075","LADA (VAZ) 21011, 1.7 L, 1978 il, 123 333 km","4 000 AZN","1017","Gəncə","LADA (VAZ)","21011","1978","Sedan","Tünd qırmızı","1.7 L","80 a.g.","Benzin","123 333 km","Mexaniki","Arxa","Xeyr"
"1076","Ford Fusion, 2.0 L, 2013 il, 121 500 km","20 300 AZN","202","Gəncə","Ford","Fusion","2013","Sedan","Qara","2.0 L","245 a.g.","Benzin","121 500 km","Avtomat","Ön","Xeyr"
"1077","Kia Rio, 1.4 L, 2005 il, 170 000 km","10 700 AZN","650","Gəncə","Kia","Rio","2005","Hetçbek / Liftbek","Göy","1.4 L","97 a.g.","Benzin","170 000 km","Mexaniki","Arxa","Xeyr"
"1078","LADA (VAZ) Niva, 1.6 L, 2009 il, 26 000 km","9 000 AZN","505","Gəncə","LADA (VAZ)","Niva","2009","Offroader / SUV","Ağ","1.6 L","75 a.g.","Benzin","26 000 km","Mexaniki","Tam","Xeyr"
"1079","Chevrolet Malibu, 1.5 L, 2016 il, 198 000 km","22 900 AZN","279","Gəncə","Chevrolet","Malibu","2016","Sedan","Qara","1.5 L","160 a.g.","Benzin","198 000 km","Avtomat","Ön","Xeyr"
"1080","LADA (VAZ) Niva, 1.7 L, 2016 il, 45 000 km","12 500 AZN","303","Gəncə","LADA (VAZ)","Niva","2016","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","45 000 km","Mexaniki","Ön","Xeyr"
"1081","Toyota Fortuner, 2.4 L, 2019 il, 36 000 km","43 000 $","1811","Gəncə","Toyota","Fortuner","2019","Offroader / SUV","Ağ","2.4 L","150 a.g.","Dizel","36 000 km","Avtomat","Tam","Xeyr"
"1082","Toyota Prius, 1.5 L, 2008 il, 20 000 km","12 300 AZN","880","Gəncə","Toyota","Prius","2008","Hetçbek / Liftbek","Ağ","1.5 L","76 a.g.","Benzin","20 000 km","Avtomat","Ön","Xeyr"
"1083","LADA (VAZ) 2107, 1.5 L, 2009 il, 75 000 km","8 000 AZN","757","Gəncə","LADA (VAZ)","2107","2009","Sedan","Ağ","1.5 L","68 a.g.","Benzin","75 000 km","Mexaniki","Arxa","Xeyr"
"1084","Ford Transit, 2.5 L, 1996 il, 186 000 km","13 000 AZN","793","Gəncə","Ford","Transit","1996","Furqon","Sarı","2.5 L","76 a.g.","Dizel","186 000 km","Mexaniki","Arxa","Xeyr"
"1085","LADA (VAZ) 2111, 1.5 L, 2001 il, 280 000 km","6 900 AZN","1312","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","70 a.g.","Benzin","280 000 km","Mexaniki","Ön","Xeyr"
"1086","LADA (VAZ) 2107, 1.6 L, 2004 il, 20 000 km","4 900 AZN","534","Gəncə","LADA (VAZ)","2107","2004","Sedan","Ağ","1.6 L","75 a.g.","Benzin","20 000 km","Mexaniki","Arxa","Xeyr"
"1087","Chevrolet Cruze, 1.4 L, 2016 il, 38 624 km","17 800 AZN","286","Gəncə","Chevrolet","Cruze","2016","Sedan","Qara","1.4 L","153 a.g.","Benzin","38 624 km","Avtomat","Ön","Xeyr"
"1088","Mercedes E 240, 2.4 L, 1998 il, 348 511 km","9 800 AZN","917","Gəncə","Mercedes","E 240","1998","Sedan","Gümüşü","2.4 L","177 a.g.","Benzin","348 511 km","Avtomat","Arxa","Xeyr"
"1089","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7359","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"1090","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3374","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"1091","Chevrolet Cruze, 1.4 L, 2015 il, 57 200 km","18 700 AZN","2017","Gəncə","Chevrolet","Cruze","2015","Sedan","Boz","1.4 L","141 a.g.","Benzin","57 200 km","Avtomat","Ön","Xeyr"
"1092","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8620","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"1093","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7547","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"1094","Ford Transit, 2.2 L, 2012 il, 195 000 km","18 900 AZN","1543","Gəncə","Ford","Transit","2012","Furqon","Qırmızı","2.2 L","125 a.g.","Dizel","195 000 km","Mexaniki","Ön","Xeyr"
"1095","Mercedes 190, 2.0 L, 1990 il, 253 000 km","6 500 AZN","1947","Gəncə","Mercedes","190","1990","Sedan","Boz","2.0 L","122 a.g.","Benzin","253 000 km","Avtomat","Arxa","Xeyr"
"1096","LADA (VAZ) 2111, 1.5 L, 2001 il, 333 333 km","5 900 AZN","3570","Gəncə","LADA (VAZ)","2111","2001","Universal","Boz","1.5 L","75 a.g.","Benzin","333 333 km","Mexaniki","Ön","Xeyr"
"1097","Mercedes E 220, 2.2 L, 1998 il, 525 360 km","12 300 AZN","835","Gəncə","Mercedes","E 220","1998","Sedan","Gümüşü","2.2 L","143 a.g.","Dizel","525 360 km","Mexaniki","Arxa","Xeyr"
"1098","Mercedes 190, 2.0 L, 1990 il, 267 893 km","4 800 AZN","880","Gəncə","Mercedes","190","1990","Sedan","Gümüşü","2.0 L","122 a.g.","Benzin","267 893 km","Mexaniki","Arxa","Xeyr"
"1099","LADA (VAZ) 2107, 1.6 L, 2011 il, 300 000 km","7 600 AZN","595","Gəncə","LADA (VAZ)","2107","2011","Sedan","Tünd qırmızı","1.6 L","75 a.g.","Benzin","300 000 km","Mexaniki","Arxa","Xeyr"
"1100","LADA (VAZ) 2106, 1.5 L, 1983 il, 196 000 km","2 900 AZN","927","Gəncə","LADA (VAZ)","2106","1983","Sedan","Yaşıl","1.5 L","65 a.g.","Benzin","196 000 km","Mexaniki","Arxa","Xeyr"
"1101","Opel Astra, 1.4 L, 2005 il, 30 000 km","11 500 AZN","236","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Gümüşü","1.4 L","90 a.g.","Benzin","30 000 km","Mexaniki","Ön","Xeyr"
"1102","Kia Ceed, 1.4 L, 2007 il, 180 000 km","14 000 AZN","271","Gəncə","Kia","Ceed","2007","Universal","Qırmızı","1.4 L","109 a.g.","Benzin","180 000 km","Mexaniki","Ön","Xeyr"
"1103","Toyota Prado, 2.7 L, 2010 il, 127 000 km","41 000 AZN","3375","Gəncə","Toyota","Prado","2010","Offroader / SUV","Ağ","2.7 L","167 a.g.","Benzin","127 000 km","Avtomat","Tam","Xeyr"
"1104","Opel Vectra, 1.8 L, 1999 il, 310 000 km","6 500 AZN","909","Gəncə","Opel","Vectra","1999","Sedan","Gümüşü","1.8 L","124 a.g.","Benzin","310 000 km","Mexaniki","Ön","Xeyr"
"1105","Opel Combo, 1.7 L, 2002 il, 333 000 km","11 000 AZN","712","Gəncə","Opel","Combo","2002","Minivan","Göy","1.7 L","75 a.g.","Dizel","333 000 km","Mexaniki","Ön","Xeyr"
"1106","LADA (VAZ) Niva, 1.7 L, 2018 il, 43 200 km","17 500 AZN","968","Gəncə","LADA (VAZ)","Niva","2018","Offroader / SUV","Göy","1.7 L","80 a.g.","Benzin","43 200 km","Mexaniki","Tam","Xeyr"
"1107","LADA (VAZ) 2107, 1.6 L, 2005 il, 43 100 km","5 400 AZN","290","Gəncə","LADA (VAZ)","2107","2005","Sedan","Ağ","1.6 L","75 a.g.","Benzin","43 100 km","Mexaniki","Arxa","Xeyr"
"1108","Hyundai Sonata, 3.3 L, 2008 il, 172 850 km","18 000 AZN","1100","Gəncə","Hyundai","Sonata","2008","Sedan","Ağ","3.3 L","260 a.g.","Benzin","172 850 km","Avtomat","Ön","Xeyr"
"1109","Mercedes E 200, 2.0 L, 1997 il, 551 222 km","10 700 AZN","1273","Gəncə","Mercedes","E 200","1997","Sedan","Ağ","2.0 L","136 a.g.","Benzin","551 222 km","Mexaniki","Arxa","Xeyr"
"1110","Hyundai Grandeur, 2.7 L, 2009 il, 200 000 km","15 600 AZN","2173","Gəncə","Hyundai","Grandeur","2009","Sedan","Qara","2.7 L","192 a.g.","Benzin","200 000 km","Avtomat","Ön","Xeyr"
"1111","LADA (VAZ) Priora, 1.6 L, 2013 il, 114 500 km","11 000 AZN","694","Gəncə","LADA (VAZ)","Priora","2013","Hetçbek / Liftbek","Gümüşü","1.6 L","106 a.g.","Benzin","114 500 km","Mexaniki","Ön","Xeyr"
"1112","Mercedes E 200, 2.0 L, 1997 il, 195 599 km","10 000 AZN","1026","Gəncə","Mercedes","E 200","1997","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","195 599 km","Avtomat","Arxa","Xeyr"
"1113","Opel Astra, 1.7 L, 2005 il, 288 788 km","9 000 AZN","1841","Gəncə","Opel","Astra","2005","Universal","Ağ","1.7 L","80 a.g.","Dizel","288 788 km","Mexaniki","Ön","Xeyr"
"1114","KamAz 53212, 11 L, 1989 il, 111 000 km","19 500 AZN","764","Gəncə","KamAz","53212","1989","Yük maşını","Yaşıl","11 L","191 a.g.","Dizel","111 000 km","Mexaniki","Tam","Xeyr"
"1115","Opel Astra, 1.4 L, 2008 il, 154 000 km","11 600 AZN","339","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Gümüşü","1.4 L","90 a.g.","Benzin","154 000 km","Mexaniki","Ön","Xeyr"
"1116","Hyundai Sonata, 2.0 L, 2011 il, 129 000 km","18 900 AZN","961","Gəncə","Hyundai","Sonata","2011","Sedan","Ağ","2.0 L","274 a.g.","Benzin","129 000 km","Avtomat","Ön","Xeyr"
"1117","Nissan Tiida, 1.6 L, 2007 il, 245 000 km","13 000 AZN","297","Gəncə","Nissan","Tiida","2007","Hetçbek / Liftbek","Qızılı","1.6 L","110 a.g.","Benzin","245 000 km","Avtomat","Ön","Xeyr"
"1118","Hyundai Accent, 1.4 L, 2007 il, 134 000 km","12 700 AZN","1026","Gəncə","Hyundai","Accent","2007","Sedan","Yaş Asfalt","1.4 L","97 a.g.","Benzin","134 000 km","Mexaniki","Ön","Xeyr"
"1119","LADA (VAZ) 2106, 1.5 L, 1988 il, 122 000 km","4 200 AZN","1189","Gəncə","LADA (VAZ)","2106","1988","Sedan","Ağ","1.5 L","65 a.g.","Benzin","122 000 km","Mexaniki","Arxa","Xeyr"
"1120","Mercedes C 200, 2.0 L, 1998 il, 267 890 km","10 500 AZN","1043","Gəncə","Mercedes","C 200","1998","Sedan","Göy","2.0 L","136 a.g.","Benzin","267 890 km","Mexaniki","Arxa","Xeyr"
"1121","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9574","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"1122","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9292","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"1123","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6513","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"1124","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3375","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"1125","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","728","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"1126","LADA (VAZ) Niva, 1.7 L, 2014 il, 110 000 km","12 900 AZN","7361","Gəncə","LADA (VAZ)","Niva","2014","Offroader / SUV","Qəhvəyi","1.7 L","80 a.g.","Benzin","110 000 km","Mexaniki","Tam","Xeyr"
"1127","Mercedes Vito, 2.2 L, 2016 il, 178 000 km","52 000 $","8621","Gəncə","Mercedes","Vito","2016","Mikroavtobus","Ağ","2.2 L","163 a.g.","Dizel","178 000 km","Mexaniki","Arxa","Xeyr"
"1128","Opel Astra, 1.4 L, 2009 il, 169 000 km","12 400 AZN","7548","Gəncə","Opel","Astra","2009","Hetçbek / Liftbek","Qara","1.4 L","90 a.g.","Benzin","169 000 km","Mexaniki","Ön","Xeyr"
"1129","LADA (VAZ) 2107, 1.6 L, 2009 il, 132 000 km","7 600 AZN","823","Gəncə","LADA (VAZ)","2107","2009","Sedan","Tünd qırmızı","1.6 L","75 a.g.","Benzin","132 000 km","Mexaniki","Arxa","Xeyr"
"1130","BMW 525, 2.0 L, 2009 il, 241 500 km","25 800 AZN","1434","Gəncə","BMW","525","2009","Sedan","Göy","2.0 L","218 a.g.","Dizel","241 500 km","Avtomat","Arxa","Xeyr"
"1131","Opel Vectra, 2.0 L, 1996 il, 189 036 km","6 200 AZN","873","Gəncə","Opel","Vectra","1996","Hetçbek / Liftbek","Yaşıl","2.0 L","136 a.g.","Benzin","189 036 km","Avtomat","Ön","Xeyr"
"1132","Mercedes E 240, 2.4 L, 1997 il, 216 000 km","11 800 AZN","453","Gəncə","Mercedes","E 240","1997","Sedan","Gümüşü","2.4 L","170 a.g.","Benzin","216 000 km","Avtomat","Arxa","Xeyr"
"1133","Mercedes E 220, 2.2 L, 2009 il, 219 000 km","19 000 $","514","Gəncə","Mercedes","E 220","2009","Sedan","Qara","2.2 L","170 a.g.","Dizel","219 000 km","Avtomat","Arxa","Xeyr"
"1134","Mercedes E 230, 2.3 L, 1996 il, 412 000 km","9 300 AZN","2396","Gəncə","Mercedes","E 230","1996","Sedan","Gümüşü","2.3 L","163 a.g.","Benzin","412 000 km","Avtomat","Arxa","Xeyr"
"1135","Mercedes E 240, 2.4 L, 1998 il, 445 000 km","10 000 AZN","702","Gəncə","Mercedes","E 240","1998","Sedan","Boz","2.4 L","170 a.g.","Benzin","445 000 km","Avtomat","Arxa","Xeyr"
"1136","BMW 528, 2.0 L, 2011 il, 240 000 km","30 200 AZN","467","Gəncə","BMW","528","2011","Sedan","Gümüşü","2.0 L","245 a.g.","Benzin","240 000 km","Avtomat","Arxa","Xeyr"
"1137","LADA (VAZ) 2107, 1.6 L, 2004 il, 235 km","5 200 AZN","847","Gəncə","LADA (VAZ)","2107","2004","Sedan","Göy","1.6 L","235 a.g.","Benzin","235 km","Mexaniki","Arxa","Xeyr"
"1138","Mercedes Vito, 2.2 L, 2000 il, 448 000 km","15 800 AZN","1100","Gəncə","Mercedes","Vito","2000","Minivan","Boz","2.2 L","112 a.g.","Dizel","448 000 km","Avtomat","Ön","Xeyr"
"1139","Opel Astra, 1.3 L, 2007 il, 217 000 km","11 500 AZN","280","Gəncə","Opel","Astra","2007","Hetçbek / Liftbek","Yaş Asfalt","1.3 L","90 a.g.","Dizel","217 000 km","Mexaniki","Ön","Xeyr"
"1140","LADA (VAZ) 2106, 1.6 L, 1999 il, 258 077 km","5 300 AZN","970","Gəncə","LADA (VAZ)","2106","1999","Sedan","Ağ","1.6 L","75 a.g.","Benzin","258 077 km","Mexaniki","Arxa","Xeyr"
"1141","Opel Astra, 1.6 L, 1996 il, 132 081 km","4 700 AZN","1060","Gəncə","Opel","Astra","1996","Hetçbek / Liftbek","Qızılı","1.6 L","101 a.g.","Benzin","132 081 km","Avtomat","Ön","Xeyr"
"1142","Mercedes Vito, 2.3 L, 1999 il, 145 000 km","11 000 AZN","1786","Gəncə","Mercedes","Vito","1999","Minivan","Gümüşü","2.3 L","112 a.g.","Benzin","145 000 km","Avtomat","Ön","Xeyr"
"1143","Volvo 940, 2.3 L, 1996 il, 250 000 km","7 200 AZN","1210","Gəncə","Volvo","940","1996","Hetçbek / Liftbek","Qəhvəyi","2.3 L","165 a.g.","Benzin","250 000 km","Avtomat","Tam","Xeyr"
"1144","Opel Astra, 1.4 L, 2005 il, 201 000 km","10 600 AZN","299","Gəncə","Opel","Astra","2005","Hetçbek / Liftbek","Boz","1.4 L","90 a.g.","Benzin","201 000 km","Mexaniki","Ön","Xeyr"
"1145","GAZ 330202-740, 2.4 L, 2005 il, 134 162 km","12 500 AZN","1087","Gəncə","GAZ","330202-740","2005","Yük maşını","Ağ","2.4 L","131 a.g.","Benzin","134 162 km","Mexaniki","Arxa","Xeyr"
"1146","Hyundai Sonata, 2.0 L, 2012 il, 150 000 km","20 000 AZN","776","Gəncə","Hyundai","Sonata","2012","Sedan","Ağ","2.0 L","174 a.g.","Benzin","150 000 km","Avtomat","Ön","Xeyr"
"1147","Opel Astra, 1.7 L, 1995 il, 370 000 km","4 500 AZN","1221","Gəncə","Opel","Astra","1995","Universal","Ağ","1.7 L","82 a.g.","Dizel","370 000 km","Mexaniki","Ön","Xeyr"
"1148","Mercedes S 500, 5.0 L, 2000 il, 229 500 km","10 500 AZN","1572","Gəncə","Mercedes","S 500","2000","Sedan","Qara","5.0 L","306 a.g.","Benzin","229 500 km","Avtomat","Arxa","Xeyr"
"1149","LADA (VAZ) 2107, 1.5 L, 2000 il, 23 951 km","4 700 AZN","778","Gəncə","LADA (VAZ)","2107","2000","Sedan","Qırmızı","1.5 L","65 a.g.","Benzin","23 951 km","Mexaniki","Arxa","Xeyr"
"1150","LADA (VAZ) 2115, 1.5 L, 2007 il, 12 345 km","6 500 AZN","1042","Gəncə","LADA (VAZ)","2115","2007","Sedan","Qara","1.5 L","75 a.g.","Benzin","12 345 km","Mexaniki","Ön","Xeyr"
"1151","Scania R 480, 12 L, 2008 il, 760 000 km","50 000 AZN","1445","Gəncə","Scania","R 480","2008","Dartqı","Gümüşü","12 L","480 a.g.","Dizel","760 000 km","Mexaniki","Arxa","Xeyr"
"1152","LADA (VAZ) Niva, 1.7 L, 2012 il, 168 000 km","8 600 AZN","1224","Gəncə","LADA (VAZ)","Niva","2012","Offroader / SUV","Ağ","1.7 L","80 a.g.","Benzin","168 000 km","Mexaniki","Tam","Xeyr"
"1153","Ford Transit, 2.2 L, 2012 il, 179 250 km","28 000 AZN","9575","Gəncə","Ford","Transit","2012","Yük maşını","Ağ","2.2 L","125 a.g.","Dizel","179 250 km","Mexaniki","Ön","Xeyr"
"1154","Volkswagen Passat, 1.8 L, 2002 il, 321 540 km","7 200 AZN","729","Gəncə","Volkswagen","Passat","2002","Sedan","Göy","1.8 L","170 a.g.","Benzin","321 540 km","Avtomat","Ön","Xeyr"
"1155","Mercedes C 250, 1.8 L, 2013 il, 159 000 km","25 000 AZN","3376","Gəncə","Mercedes","C 250","2013","Sedan","Ağ","1.8 L","204 a.g.","Benzin","159 000 km","Avtomat","Arxa","Xeyr"
"1156","Opel Astra, 1.3 L, 2008 il, 188 000 km","12 000 AZN","6514","Gəncə","Opel","Astra","2008","Hetçbek / Liftbek","Qara","1.3 L","90 a.g.","Dizel","188 000 km","Mexaniki","Ön","Xeyr"
"1157","Chevrolet Cruze, 1.6 L, 2012 il, 100 000 km","10 500 AZN","2880","Gəncə","Chevrolet","Cruze","2012","Sedan","Ağ","1.6 L","124 a.g.","Benzin","100 000 km","Mexaniki","Ön","Xeyr"
"1158","Nissan Patrol, 5.6 L, 2011 il, 191 000 km","34 900 $","9695","Gəncə","Nissan","Patrol","2011","Offroader / SUV","Ağ","5.6 L","405 a.g.","Benzin","191 000 km","Avtomat","Tam","Xeyr"
"1159","Mercedes C 280, 2.8 L, 2000 il, 181 000 km","11 800 AZN","5682","Gəncə","Mercedes","C 280","2000","Sedan","Ağ","2.8 L","197 a.g.","Benzin","181 000 km","Avtomat","Arxa","Xeyr"
"1160","LADA (VAZ) 2107, 1.5 L, 2011 il, 93 000 km","10 700 AZN","9293","Gəncə","LADA (VAZ)","2107","2011","Sedan","Yaş Asfalt","1.5 L","65 a.g.","Benzin","93 000 km","Mexaniki","Ön","Xeyr"
"1161","Mercedes E 250, 2.2 L, 2011 il, 253 000 km","35 500 AZN","550","Gəncə","Mercedes","E 250","2011","Sedan","Yaş Asfalt","2.2 L","204 a.g.","Dizel","253 000 km","Avtomat","Arxa","Xeyr"
"1162","Mitsubishi Grandis, 2.4 L, 2003 il, 400 000 km","11 500 AZN","587","Gəncə","Mitsubishi","Grandis","2003","Minivan","Gümüşü","2.4 L","180 a.g.","Benzin","400 000 km","Avtomat","Ön","Xeyr"
"1163","LADA (VAZ) 2106, 1.6 L, 1996 il, 45 800 km","4 700 AZN","588","Gəncə","LADA (VAZ)","2106","1996","Sedan","Yaşıl","1.6 L","75 a.g.","Benzin","45 800 km","Mexaniki","Arxa","Xeyr"
"1164","Chevrolet Cruze, 1.4 L, 2015 il, 160 646 km","18 700 AZN","4307","Gəncə","Chevrolet","Cruze","2015","Sedan","Göy","1.4 L","153 a.g.","Benzin","160 646 km","Avtomat","Ön","Xeyr"
"1165","LADA (VAZ) 2107, 1.5 L, 2007 il, 50 000 km","6 600 AZN","375","Gəncə","LADA (VAZ)","2107","2007","Sedan","Ağ","1.5 L","65 a.g.","Benzin","50 000 km","Mexaniki","Arxa","Xeyr"
"1166","LADA (VAZ) 2106, 1.5 L, 1985 il, 225 056 km","4 200 AZN","916","Gəncə","LADA (VAZ)","2106","1985","Sedan","Qırmızı","1.5 L","65 a.g.","Benzin","225 056 km","Mexaniki","Arxa","Xeyr"
"1167","RKS Next 50, 0.1 L, 2020 il, 8 000 km","1 300 AZN","1577","Gəncə","RKS","Next 50","2020","Motosiklet","Qara","0.1 L","21 a.g.","Benzin","8 000 km","Robotlaşdırılmış","Arxa","Xeyr"
"1168","Opel Vectra, 2.0 L, 1999 il, 180 000 km","7 000 AZN","477","Gəncə","Opel","Vectra","1999","Sedan","Gümüşü","2.0 L","136 a.g.","Benzin","180 000 km","Avtomat","Ön","Xeyr"
